name,lat,lon,pop,rank
Wagga Wagga,-35.122,147.34,55381,7
Nakhon Phanom,17.394,104.769,55377,7
Kribi,2.94,9.91,55224,7
Tadmur,34.55,38.283,55111,7
Abancay,-13.64,-72.89,55111,7
Caicó,-6.46,-37.1,54934,7
Nuevo Casas Grandes,30.418,-107.912,54826,7
Ningan,44.331,129.466,54636,7
El Banco,9.0,-73.98,54522,7
Ajaccio,41.927,8.728,54364,7
Fond du Lac,43.773,-88.447,54299,7
Nuevitas,21.546,-77.264,54022,7
Chiquinquirá,5.62,-73.82,53975,7
Winchester,39.179,-78.167,53941,7
Azul,-36.78,-59.87,53941,7
Jihlava,49.4,15.583,53921,7
Bijar,35.874,47.594,53871,7
Markala,13.67,-6.07,53738,7
Bắc Giang,21.267,106.2,53728,7
San Pedro de las Colonias,25.759,-102.983,53688,7
Upata,8.02,-62.41,53685,7
Charikar,35.018,69.168,53676,7
Pamplona,7.39,-72.66,53587,7
Río Tercero,-32.18,-64.12,53389,7
Katerini,40.272,22.502,53293,7
Eagle Pass,28.711,-100.489,53276,7
Pine Bluff,34.229,-92.003,53217,7
Taxco,18.57,-99.62,53217,7
Tingo María,-9.29,-75.99,53177,7
Camaquã,-30.84,-51.81,53169,7
Turnovo,43.086,25.656,53115,7
Banes,20.963,-75.719,53104,7
Arrecife,28.969,-13.538,52944,7
Crateús,-5.166,-40.666,52933,7
Livny,52.425,37.604,52915,7
Mandera,3.94,41.86,52885,7
Port Shepstone,-30.72,30.46,52793,7
Lorica,9.242,-75.816,52771,7
Krasnokamsk,58.075,55.744,52689,7
Siena,43.317,11.35,52625,7
Mongu,-15.28,23.12,52534,7
New Plymouth,-39.056,174.075,52500,7
Thongwa,16.755,96.519,52496,7
Jaén,-5.71,-78.81,52493,7
Wheeling,40.064,-80.721,52492,7
Pursat,12.534,103.917,52476,7
Andradina,-20.91,-51.38,52406,7
Barra do Garças,-15.88,-52.26,52398,7
Titusville,28.612,-80.808,52311,7
Basankusu,1.234,19.8,52216,7
Wailuku,20.891,-156.505,52148,7
Kimry,56.869,37.344,52070,7
Gwadar,25.139,62.329,51901,7
Tucupita,9.06,-62.06,51534,7
Albany,44.62,-123.087,51376,7
Jacundá,-4.439,-49.116,51375,7
Séguéla,7.95,-6.67,51157,7
Kyustendil,42.284,22.691,51067,7
Kyshtym,55.7,60.56,50911,7
Sumter,33.921,-80.342,50868,7
Ye,15.253,97.868,50798,7
Mweka,-4.84,21.57,50675,7
Xanthi,41.142,24.884,50570,7
Passau,48.575,13.441,50560,7
Turbo,8.1,-76.74,50508,7
Gbadolite,4.29,21.02,50493,7
Hua Hin,12.57,99.944,50456,7
Sawahlunto,-0.666,100.783,50354,7
Trujillo,9.38,-70.44,50353,7
Sisophon,13.584,102.983,50302,7
Ad Nabk,34.017,36.733,50178,7
Siguiri,11.417,-9.167,50159,7
Otradnyy,53.378,51.347,50127,7
Kampot,10.617,104.183,50105,7
Gogrial,8.534,28.117,50065,7
Korogwe,-5.09,38.54,50000,7
Bairin Zuoqi,43.984,119.183,50000,7
Kahemba,-7.283,19.0,50000,7
Chake Chake,-5.24,39.77,49959,7
Maun,-19.99,23.42,49945,7
Kanash,55.509,47.469,49886,7
Monchegorsk,67.929,32.829,49868,7
Odienné,9.51,-7.58,49857,7
Lota,-37.09,-73.16,49763,7
Zyryanovsk,49.745,84.255,49658,7
Berber,18.017,33.983,49556,7
Ifakara,-8.13,36.68,49528,7
Morshansk,53.455,41.804,49350,7
Mercedes,-33.69,-65.47,49345,7
Libertador General San Martín,-23.82,-64.79,49267,7
Timimoun,29.237,0.27,49237,7
Fengjie,31.05,109.517,49168,7
Shawinigan,46.55,-72.733,49161,7
Verkhnyaya Salda,58.05,60.55,48992,7
Slobodskoy,58.718,50.188,48962,7
Barra do Corda,-5.51,-45.26,48901,7
Waingapu,-9.658,120.253,48828,7
Cornwall,45.017,-74.733,48821,7
Megion,61.061,76.095,48691,7
Namtu,23.084,97.4,48591,7
Floriano,-6.77,-43.03,48587,7
Torzhok,57.029,34.979,48546,7
Yamburg,67.922,74.925,48488,7
Valladolid,20.67,-88.2,48479,7
Senhor do Bonfim,-10.45,-40.19,48471,7
Wakema,16.613,95.183,48405,7
Bulungu,-4.55,18.6,48344,7
Rio Verde,-17.82,-50.93,48318,7
Ponte Nova,-20.41,-42.9,48187,7
Belaya Kalitva,48.187,40.786,48098,7
Salina,38.825,-97.607,48031,7
El Kef,36.183,8.715,47979,7
Goianésia,-15.31,-49.13,47883,7
Huajuapan de León,17.81,-97.79,47844,7
Luwuk,-0.94,122.79,47778,7
Ålesund,62.46,6.263,47772,7
Moyobamba,-6.05,-76.967,47734,7
Amahai,-3.328,128.94,47653,7
Itamaraju,-17.04,-39.53,47628,7
Mtsensk,53.265,36.547,47609,7
Goldsboro,35.385,-77.993,47602,7
Badulla,6.984,81.05,47587,7
Campo Belo,-20.89,-45.28,47491,7
Aksum,14.13,38.72,47487,7
Gryazi,52.495,39.934,47413,7
Ladysmith,-28.549,29.78,47375,7
Twin Falls,42.561,-114.461,47315,7
Itaberaba,-12.52,-40.3,47301,7
Buriram,15.0,103.117,47292,7
Mozhga,56.455,52.184,47270,7
Poti,42.156,41.672,47149,7
Poso,-1.39,120.76,47110,7
Quincy,39.936,-91.41,47108,7
Yishan,24.5,108.667,47062,7
Dila,6.41,38.31,47021,7
Amursk,50.223,136.897,46993,7
Sandnes,58.845,5.69,46911,7
Kanye,-24.97,25.34,46831,7
Choma,-16.809,26.97,46746,7
Zhetiqara,52.193,61.24,46740,7
Njombe,-9.33,34.77,46724,7
Safonovo,55.146,33.216,46637,7
Kita,13.05,-9.483,46435,7
Alatyr,54.85,46.6,46427,7
Berekum,7.45,-2.59,46287,7
Aiken,33.549,-81.721,46196,7
Grants Pass,42.44,-123.327,46189,7
Roswell,33.395,-104.522,46096,7
Newport,41.49,-71.313,45968,7
Santiago,8.1,-80.983,45955,7
Nevers,46.984,3.167,45929,7
Spassk Dalniy,44.6,132.82,45900,7
Danville,36.586,-79.395,45894,7
Gbarnga,7.01,-9.49,45835,7
Mae Sot,16.716,98.571,45781,7
Wajir,1.75,40.05,45771,7
Jamestown,42.097,-79.236,45756,7
Volkhov,59.929,32.339,45673,7
Yefremov,53.149,38.122,45497,7
Liberia,10.634,-85.433,45380,7
Olbia,40.914,9.515,45366,7
Rida,14.429,44.834,45233,7
Cametá,-2.24,-49.51,45200,7
Inverness,57.467,-4.233,45158,7
Walla Walla,46.065,-118.342,45150,7
El Centro,32.792,-115.558,45000,7
Shahhat,32.828,21.862,45000,7
Itanagar,27.1,93.617,44971,7
Bozeman,45.68,-111.038,44921,7
Richland,46.292,-119.291,44869,7
Piripiri,-4.27,-41.79,44864,7
Strezhevoy,60.733,77.578,44784,7
Sisaket,15.12,104.33,44751,7
Chone,-0.69,-80.09,44751,7
Beaufort West,-32.35,22.57,44737,7
Artemovskiy,57.365,61.87,44689,7
Kabale,-1.25,29.98,44600,7
Kamenna Obi,53.794,81.339,44564,7
Trollhättan,58.267,12.3,44543,7
Zvolen,48.584,19.133,44502,7
Aliwal North,-30.69,26.71,44436,7
Winneba,5.35,-0.63,44254,7
Hot Springs,34.504,-93.055,44182,7
Taree,-31.898,152.462,44182,7
Padangpanjang,-0.45,100.417,44096,7
Timashevsk,45.625,38.944,44024,7
Voznesensk,47.55,31.333,43996,7
Naivasha,-0.71,36.43,43983,7
Hagere Hiywet,8.98,37.85,43920,7
Dzhankoy,45.717,34.4,43879,7
Batouri,4.434,14.367,43821,7
Basoko,1.24,23.59,43709,7
Sambava,-14.266,50.167,43465,7
Imbituba,-28.23,-48.66,43450,7
Volksrust,-27.36,29.89,43378,7
Sovetsk,55.072,21.882,43309,7
Lufkin,31.338,-94.729,43264,7
Traverse City,44.768,-85.622,43189,7
Vichy,46.117,3.417,43158,7
Ambatondrazaka,-17.833,48.417,43134,7
Mariinsk,56.211,87.76,43122,7
Krasnoufimsk,56.599,57.759,43121,7
Macenta,8.55,-9.48,43102,7
Lubao,-5.39,25.75,43068,7
Yendi,9.434,-0.017,42972,7
Ventspils,57.39,21.561,42884,7
Arys,42.437,68.805,42648,7
Mango,10.36,0.471,42626,7
Hulin,45.769,132.992,42559,7
Dieppe,49.934,1.083,42461,7
Shu,43.595,73.745,42439,7
Mercedes,-33.26,-58.03,42359,7
Kapan,39.202,46.415,42288,7
Nandi,-17.8,177.417,42284,7
Kingman,35.19,-114.052,42182,7
Sokol,59.465,40.114,42174,7
Qapshaghay,43.884,77.069,42167,7
Salgueiro,-8.06,-39.13,42152,7
Penedo,-10.27,-36.58,42097,7
Yemanzhelinsk,54.749,61.294,42023,7
Moatize,-16.1,33.95,42000,7
Tizimín,21.13,-88.15,41993,7
Gadsden,34.015,-86.007,41709,7
Uryupinsk,50.773,42.003,41644,7
Conroe,30.312,-95.456,41643,7
Gay,51.475,58.454,41619,7
Auxerre,47.8,3.567,41516,7
Victoriaville,46.05,-71.967,41500,7
Zaraza,9.34,-65.32,41483,7
Lusambo,-4.97,23.43,41416,7
San,13.3,-4.9,41386,7
Faro,37.017,-7.933,41355,7
Paducah,37.084,-88.6,41317,7
Saurimo,-9.66,20.39,41316,7
Zelenokumsk,44.409,43.879,41306,7
Mityana,0.4,32.05,41131,7
Itá,-25.51,-57.36,41090,7
Bastia,42.703,9.45,41001,7
Salinópolis,-0.609,-47.34,40998,7
Frolovo,49.772,43.652,40882,7
Chapadinha,-3.74,-43.36,40804,7
Aquidauana,-20.47,-55.79,40803,7
Bom Jesus da Lapa,-13.25,-43.44,40691,7
Balykchy,42.456,76.185,40527,7
Sherman,33.636,-96.609,40284,7
Hon Quan,11.65,106.6,40279,7
Bozoum,6.317,16.383,40201,7
Luga,58.736,29.839,40114,7
Ali Sabih,11.156,42.713,40074,7
Altagracia de Orituco,9.85,-66.38,40052,7
Raub,3.793,101.842,40024,7
Kaya,13.09,-1.09,40017,7
Ob,54.998,82.708,39949,7
Yian,47.88,125.3,39924,7
Uray,60.14,64.755,39878,7
Alekseyevka,50.653,38.693,39848,7
Daman,20.417,72.85,39737,7
Perth,56.393,-3.436,39654,7
Bogoroditsk,53.775,38.114,39553,7
Tozeur,33.93,8.13,39504,7
Tavda,58.054,65.258,39480,7
Kirov,54.085,34.305,39319,7
Muskogee,35.748,-95.369,39295,7
Upper Hutt,-41.135,175.029,39200,7
Guiglo,6.55,-7.49,39134,7
Vichuga,57.219,41.929,39071,7
Mineiros,-17.57,-52.56,38951,7
Pinheiro,-2.52,-45.09,38893,7
Dundalk,54.0,-6.396,38884,7
Asha,54.998,57.273,38883,7
Tshela,-4.97,12.93,38845,7
Bukama,-9.21,25.84,38770,7
Guryevsk,54.298,85.938,38757,7
Phrae,18.153,100.163,38538,7
Millerovo,48.938,40.397,38527,7
Kerkira,39.615,19.915,38517,7
Sassandra,4.95,-6.083,38411,7
Kaka,37.35,59.6,38381,7
Ha Giang,22.834,104.983,38362,7
Tenkodogo,11.78,-0.37,38108,7
Greenville,33.41,-91.062,38107,7
Carnot,4.934,15.867,38071,7
Flores,16.934,-89.883,38035,7
Bullhead City,35.148,-114.567,37989,7
Remanso,-9.6,-42.11,37945,7
Kapiri Mposhi,-13.97,28.66,37942,7
Constitución,-35.33,-72.42,37917,7
Qaratau,43.185,70.46,37881,7
Beckley,37.78,-81.183,37836,7
Ciudad Camargo,27.69,-105.17,37743,7
Penticton,49.5,-119.583,37721,7
Juanjuí,-7.17,-76.74,37715,7
Phonsavan,19.452,103.196,37507,7
Bristol,36.612,-82.176,37443,7
Juticalpa,14.67,-86.23,37442,7
Kasulu,-4.58,30.1,37349,7
Villazón,-22.08,-65.6,37215,7
Mangai,-4.04,19.53,37188,7
Rayong,12.672,101.281,37035,7
Kampene,-3.6,26.67,37034,7
Dubrovnik,42.661,18.091,36994,7
Chimboy,42.931,59.771,36917,7
Moss,59.437,10.669,36901,7
Kambove,-10.87,26.6,36702,7
Kasimov,54.943,41.393,36663,7
Serdobsk,52.462,44.222,36652,7
Tunduma,-9.285,32.775,36556,7
Bermejo,-22.73,-64.35,36544,7
Drogheda,53.709,-6.35,36533,7
Voi,-3.37,38.57,36487,7
Kaniama,-7.57,24.17,36481,7
Dover,51.134,1.3,36384,7
Yirga Alem,6.75,38.41,36292,7
Vaduz,47.134,9.517,36281,7
São Francisco do Sul,-26.24,-48.6,36224,7
Yandoon,17.043,95.643,36172,7
Nanyuki,0.02,37.06,36142,7
Açu,-5.58,-36.91,36125,7
Del Rio,29.363,-100.896,36068,7
Masasi,-10.73,38.8,36032,7
Kahama,-3.82,32.58,36014,7
Blagodarnyy,45.105,43.434,35995,7
Boyarka,70.767,97.5,35968,7
Tupelo,34.258,-88.703,35956,7
Jipijapa,-1.35,-80.58,35901,7
Zvishavane,-20.33,30.05,35896,7
Yalutorovsk,56.674,66.298,35892,7
Valuyki,50.209,38.099,35887,7
Douglas,54.149,-4.48,35854,7
Victoria Falls,-17.93,25.84,35761,7
Kumo,10.046,11.213,35712,7
Kualakapuas,-2.984,114.384,35632,7
Huntsville,30.724,-95.551,35590,7
Tibati,6.467,12.633,35589,7
Rimouski,48.434,-68.517,35584,7
Oriximiná,-1.76,-55.87,35581,7
Barreiros,-8.83,-35.2,35565,7
Sharya,58.38,45.509,35532,7
Yangambi,0.77,24.43,35531,7
Moorhead,46.874,-96.742,35528,7
Honda,5.19,-74.75,35469,7
Pala,9.35,14.967,35466,7
Bougouni,11.42,-7.49,35450,7
Kundian,32.452,71.472,35406,7
Goycay,40.653,47.741,35348,7
La Barca,20.28,-102.56,35345,7
Pánuco,22.06,-98.19,35316,7
Yarumal,7.031,-75.59,35315,7
St.-Benoit,-21.034,55.713,35310,7
Vác,47.784,19.133,35293,7
Loei,17.492,101.732,35273,7
Shumerlya,55.485,46.424,35230,7
Praya,-8.722,116.292,35183,7
Luebo,-5.35,21.41,35183,7
Talas,42.518,72.243,35172,7
Kalmar,56.667,16.367,35024,7
Kamsar,10.685,-14.605,34973,7
Olgiy,48.934,89.95,34934,7
Opobo,4.57,7.56,34911,7
Aqsay,51.171,53.035,34799,7
Bezhetsk,57.765,36.69,34736,7
West Bend,43.426,-88.183,34530,7
Coeur d'Alene,47.678,-116.779,34514,7
Staraya Russa,57.995,31.354,34303,7
Babati,-4.22,35.75,34291,7
Sibut,5.734,19.083,34267,7
Businga,3.34,20.87,34247,7
Karonga,-9.933,33.933,34207,7
Slavgorod,53.005,78.67,34141,7
Coroatá,-4.13,-44.15,34129,7
Owando,-0.48,15.92,34070,7
Biharamulo,-2.63,31.31,34038,7
Puerto Berrío,6.48,-74.42,33983,7
Watertown,43.975,-75.911,33821,7
Luuq,3.8,42.55,33820,7
Rostov,57.189,39.404,33803,7
Clovis,34.405,-103.205,33792,7
Sicuani,-14.29,-71.23,33575,7
Oak Ridge,36.011,-84.27,33556,7
Shepparton,-36.375,145.391,33550,7
Cananea,30.99,-110.3,33433,7
Campbell River,50.017,-125.25,33430,7
Segezha,63.755,34.324,33354,7
Lebowakgomo,-24.2,29.5,33308,7
Atamyrat,37.825,65.2,33242,7
Tak,16.885,99.129,33146,7
Krong Koh Kong,11.618,102.985,33134,7
Kotovsk,52.595,41.504,33077,7
Tweed Heads,-28.183,153.547,33065,7
Mushie,-3.02,16.92,33062,7
Gaya,11.888,3.447,33051,7
Bur Safaga,26.734,33.933,32944,7
Cradock,-32.2,25.61,32898,7
Winona,44.05,-91.639,32897,7
Bangassou,4.734,22.817,32841,7
Omutninsk,58.659,52.159,32800,7
Aberdeen,46.975,-123.814,32745,7
Capitão Poço,-1.75,-47.09,32704,7
Harper,4.375,-7.717,32661,7
Orangeville,43.917,-80.083,32640,7
Queanbeyan,-35.355,149.211,32602,7
Maués,-3.39,-57.72,32561,7
Christiansted,17.75,-64.75,32543,7
Carbondale,37.727,-89.22,32444,7
Kudymkar,59.016,54.633,32423,7
Tenosique,17.48,-91.43,32415,7
Melton,-37.69,144.57,32368,7
Parras,25.42,-102.18,32253,7
Paranaíba,-19.68,-51.2,32217,7
Kristianstad,56.034,14.133,32188,7
Bocaiúva,-17.11,-43.81,32114,7
Boende,-0.22,20.86,32091,7
Dzaoudzi,-12.787,45.275,32057,7
Rivas,11.44,-85.82,31941,7
Petatlán,17.52,-101.27,31910,7
Pativilca,-10.7,-77.8,31905,7
Santa Rita,10.532,-71.504,31810,7
Gimbi,9.167,35.833,31809,7
Beaufort,32.432,-80.69,31626,7
Caboolture,-27.083,152.95,31513,7
Barabinsk,55.357,78.352,31508,7
Gubakha,58.869,57.589,31424,7
Sasovo,54.349,41.909,31325,7
Skellefteå,64.772,20.95,31311,7
Barra do Bugres,-15.07,-57.19,31311,7
Buurhakaba,2.784,44.083,31267,7
Marovoay,-16.1,46.633,31253,7
Tucano,-10.97,-38.79,31203,7
Tena,-0.98,-77.81,31126,7
Pingxiang,22.097,106.757,31109,7
Quesada,10.33,-84.44,31106,7
Dumfries,55.067,-3.55,31044,7
Lucapa,-8.42,20.74,31041,7
Diffa,13.317,12.609,30988,7
Mossendjo,-2.94,12.72,30936,7
Karpinsk,59.76,60.01,30807,7
Nacogdoches,31.604,-94.655,30691,7
Mednogorsk,51.419,57.579,30676,7
Palapye,-22.56,27.13,30650,7
Mercedes,-29.18,-58.08,30649,7
Ambanja,-13.683,48.45,30621,7
Banamba,13.55,-7.45,30591,7
Ticul,20.4,-89.53,30519,7
Asosa,10.067,34.533,30512,7
Roseburg,43.218,-123.356,30479,7
Huatabampo,26.83,-109.63,30426,7
Kibiti,-7.73,38.95,30163,7
Novo Horizonte,-21.46,-49.22,30158,7
Moanda,-1.565,13.2,30151,7
Svetogorsk,61.101,28.918,30115,7
Wuyuan,41.09,108.272,30057,7
Kuta,-8.715,115.184,30012,7
Bourem,16.9,-0.35,30000,7
Mavinga,-15.79,20.36,30000,7
Maydh,10.98,47.098,30000,7
Sunbury,-37.57,144.71,29925,7
Kabalo,-6.05,26.91,29833,7
Shieli,44.167,66.75,29832,7
Burlington,40.808,-91.113,29773,7
Bafatá,12.167,-14.666,29704,7
Shawnee,35.343,-96.934,29628,7
Kirovsk,67.609,33.669,29605,7
Doba,8.65,16.85,29597,7
San Marino,43.936,12.442,29579,7
Pontes e Lacerda,-15.22,-59.35,29381,7
Sosnogorsk,63.595,53.894,29343,7
Mitilini,39.11,26.555,29328,7
Tauá,-5.999,-40.31,29188,7
Svendborg,55.07,10.617,29180,7
San Fernando,24.85,-98.16,29171,7
Gillette,44.283,-105.505,29113,7
Tame,6.46,-71.74,29099,7
Emporia,38.404,-96.181,29048,7
Tocache,-8.18,-76.52,29029,7
Tripoli,37.509,22.379,28970,7
Tupiza,-21.44,-65.72,28766,7
Hobbs,32.713,-103.141,28738,7
Agordat,15.549,37.887,28600,7
Karasuk,53.727,78.022,28589,7
Kisii,-0.67,34.76,28547,7
Kartaly,53.047,60.682,28503,7
Zheleznogorsk Ilimskiy,56.576,104.123,28456,7
Pilar,-26.869,-58.3,28435,7
Kotelnich,58.304,48.314,28431,7
Acaraú,-2.89,-40.12,28389,7
Algha,49.903,57.335,28267,7
Escuinapa,22.85,-105.8,28248,7
Caxito,-8.58,13.66,28224,7
Thung Song,8.154,99.729,28223,7
Chiredzi,-21.05,31.66,28205,7
Popondetta,-8.769,148.248,28198,7
Oktyabrsk,49.473,57.445,28196,7
Nevyansk,57.49,60.215,28170,7
Aleysk,52.492,82.778,28019,7
Mouila,-1.866,11.017,28000,7
Kasangulu,-4.58,15.18,27961,7
Mocimboa,-11.32,40.35,27909,7
Cayambe,0.05,-78.16,27881,7
Bolobo,-2.16,16.24,27862,7
Ukiah,39.154,-123.211,27828,7
Mason City,43.154,-93.201,27802,7
Dembi Dolo,8.534,34.8,27780,7
Mongo,12.184,18.7,27763,7
Cedar City,37.677,-113.061,27738,7
El Tur,28.239,33.615,27628,7
Superior,46.721,-92.104,27580,7
Atkarsk,51.876,44.996,27554,7
Niquelândia,-14.47,-48.47,27541,7
Bayan Obo,41.768,109.971,27476,7
Sol-lletsk,51.16,55.0,27419,7
Al Ghaydah,16.239,52.164,27404,7
Tolú,9.536,-75.572,27390,7
Marinette,45.1,-87.63,27169,7
Sikonge,-5.63,32.77,27113,7
Asino,56.993,86.163,27070,7
Libenge,3.66,18.62,27053,7
Bunbury,-33.344,115.65,26998,7
Chancay,-11.56,-77.27,26958,7
Hios,38.368,26.136,26891,7
Bafoulabé,13.8,-10.82,26823,7
Nola,3.534,16.067,26809,7
Pugachev,52.015,48.794,26690,7
Viana,-3.21,-45.0,26689,7
Ipú,-4.32,-40.72,26678,7
Champotón,19.35,-90.72,26636,7
Marquette,46.547,-87.407,26591,7
Nzega,-4.21,33.18,26584,7
Buy,58.485,41.524,26486,7
Beitbridge,-22.21,29.99,26459,7
Illapel,-31.63,-71.17,26340,7
Ayorou,14.732,0.919,26290,7
Alenquer,-1.94,-54.79,26290,7
Mendi,-6.144,143.645,26252,7
Saint-Georges,46.117,-70.667,26149,7
Toktogul,41.883,72.937,26115,7
Tuxpan,21.93,-105.27,26115,7
Mizdah,31.434,12.983,26107,7
Aberdeen,45.465,-98.486,26041,7
Timika,-4.55,136.89,26021,7
Chachapoyas,-6.23,-77.87,25978,7
Dodge City,37.76,-100.018,25932,7
Granja,-3.12,-40.84,25879,7
Koko,11.423,4.517,25792,7
Zwedru,6.07,-8.13,25678,7
Nueva Gerona,21.884,-82.8,25566,7
Kariba,-16.53,28.8,25531,7
Scottsbluff,41.868,-103.661,25475,7
San Ignacio,-16.37,-60.96,25391,7
Ati,13.217,18.333,25373,7
Nelidovo,56.224,32.773,25349,7
Lambaréné,-0.7,10.217,25310,7
Ponca City,36.707,-97.085,25273,7
Kingsville,27.516,-97.856,25264,7
North Platte,41.136,-100.77,25247,7
Rehoboth,-23.32,17.08,25219,7
Colinas,-6.04,-44.24,25158,7
Hermanus,-34.41,19.23,25153,7
Tatarsk,55.222,75.967,25150,7
Bologoye,57.872,34.052,25142,7
Erymentau,51.63,73.105,25141,7
Hervey Bay,-25.289,152.841,25114,7
Norfolk,42.029,-97.434,25030,7
Karoi,-16.82,29.68,25030,7
Katima Mulilo,-17.5,24.26,25027,7
Socorro,6.46,-73.27,24895,7
Pires do Rio,-17.3,-48.28,24822,7
Otjiwarongo,-20.46,16.64,24815,7
Felipe Carrillo Puerto,19.58,-88.05,24807,7
Madaoua,14.076,5.959,24804,7
Kakonko,-3.28,30.96,24688,7
Topki,55.28,85.611,24672,7
Victoria,-38.24,-72.34,24555,7
Ciudad Altamirano,18.32,-100.65,24533,7
Rolim de Moura,-11.73,-61.781,24516,7
Pochutla,15.73,-96.47,24481,7
Baubau,-5.47,122.616,24412,7
Saint-Laurent-du-Maroni,5.498,-54.033,24287,7
Enterprise,31.328,-85.844,24205,7
Frederikshavn,57.434,10.533,24103,7
Gusinoozyorsk,51.281,106.5,24083,7
Kalachinsk,55.049,74.568,24059,7
Natchez,31.555,-91.388,23863,7
Gallup,35.524,-108.734,23800,7
Fria,10.38,-13.55,23729,7
Nchelenge,-9.35,28.73,23693,7
Macas,-2.31,-78.12,23687,7
Pijijiapan,15.69,-93.22,23675,7
Ayapel,8.33,-75.15,23639,7
Tash Komur,41.342,72.231,23594,7
Itambé,-15.24,-40.63,23558,7
Lgov,51.695,35.274,23500,7
Durango,37.276,-107.88,23233,7
Gitega,-3.426,29.844,23167,7
Nova Cruz,-6.47,-35.44,23166,7
Macia,-25.02,33.09,23156,7
Sechura,-5.56,-80.82,23020,7
Makinsk,52.64,70.41,23020,7
Tunuyán,-33.566,-69.017,22834,7
Sibiti,-3.69,13.35,22811,7
Tashtagol,52.792,87.868,22779,7
Papasquiaro,24.83,-105.34,22750,7
Bella Unión,-30.26,-57.6,22723,7
Oytal,42.915,73.255,22673,7
Dublin,32.537,-82.918,22623,7
Frontera,18.58,-92.65,22621,7
Visby,57.634,18.3,22593,7
Bélabo,4.934,13.3,22553,7
Sale,-38.11,147.06,22486,7
Aranyaprathet,13.682,102.497,22472,7
Moyo,3.65,31.72,22434,7
Baturité,-4.33,-38.88,22417,7
El Dorado,33.214,-92.663,22416,7
Brookings,44.307,-96.788,22411,7
Pirgos,37.684,21.45,22399,7
Ar Rutbah,33.038,40.284,22370,7
Lebu,-37.61,-73.65,22345,7
Demba,-5.51,22.26,22263,7
Eséka,3.65,10.767,22221,7
Uthai Thani,15.382,100.026,22219,7
Qarazhal,48.025,70.8,22170,7
Ojinaga,29.54,-104.41,22128,7
Nkhata Bay,-11.6,34.3,22108,7
Katoomba,-33.707,150.32,22076,7
Araçuaí,-16.86,-42.07,22005,7
Puerto Suárez,-18.95,-57.85,22000,7
Montrose,38.477,-107.866,21789,7
Kilkenny,52.655,-7.252,21589,7
Tlaxiaco,17.27,-97.68,21391,7
Cumberland,39.653,-78.763,21316,7
Antsohihy,-14.866,47.983,21290,7
Paracuru,-3.4,-39.04,21196,7
Isikul,54.929,71.268,21136,7
Barstow,34.899,-117.022,21119,7
Nzeto,-7.23,12.86,21059,7
Phayao,19.171,99.908,21058,7
Jauja,-11.8,-75.5,21057,7
Chascomús,-35.566,-58.017,21054,7
Camaná,-16.62,-72.72,20956,7
Goulburn,-34.75,149.71,20940,7
Arcata,40.863,-124.083,20905,7
Okahandja,-21.98,16.91,20879,7
Gamboma,-1.879,15.85,20877,7
Impfondo,1.64,18.04,20859,7
Maralal,1.11,36.68,20841,7
Orange Walk,18.09,-88.56,20835,7
Penzance,50.134,-5.55,20812,7
Ulundi,-28.33,31.41,20753,7
San Felipe,31.024,-114.85,20750,7
Poplar Bluff,36.76,-90.403,20662,7
Miandrivazo,-19.516,45.467,20631,7
Kawambwa,-9.78,29.08,20589,7
Komatipoort,-25.41,31.94,20508,7
Ushtobe,45.265,77.97,20492,7
Bururi,-3.951,29.617,20393,7
Chilecito,-29.166,-67.5,20343,7
Sligo,54.267,-8.483,20228,7
Lodwar,3.13,35.57,20219,7
Salamanca,-31.78,-70.98,20214,7
San Lorenzo,1.27,-78.86,20209,7
Masterton,-40.944,175.646,20200,7
Sesheke,-17.47,24.3,20149,7
Selma,32.408,-87.021,20126,7
Cherepanovo,54.234,83.369,20125,7
Kwinana,-32.239,115.77,20086,7
Rayevskiy,54.067,54.927,20060,7
Kasongo-Lunda,-6.48,16.83,20060,7
Haiya,18.336,36.384,20000,7
Zemio,5.034,25.133,20000,7
Muglad,11.034,27.733,19997,7
Cyangugu,-2.48,28.9,19900,7
Ben Gardane,33.14,11.22,19843,7
Camacupa,-12.02,17.47,19828,7
Mpwapwa,-6.35,36.48,19806,7
Itigi,-5.7,34.48,19711,7
Bikin,46.82,134.265,19659,7
Yitulihe,50.652,121.517,19645,7
San Borja,-14.82,-66.85,19640,7
Atasu,48.69,71.65,19616,7
Levin,-40.612,175.277,19550,7
Puerto Escondido,15.859,-97.066,19488,7
Faranah,10.04,-10.75,19469,7
Echuca,-36.13,144.75,19457,7
Harstad,68.788,16.516,19433,7
Ivdel,60.694,60.413,19379,7
Ayaviri,-14.88,-70.6,19310,7
Oum Hadjer,13.3,19.683,19271,7
Tillabéri,14.212,1.453,19262,7
Bati,11.184,40.017,19260,7
Roebourne,-20.783,117.133,19260,7
Kos,36.894,27.289,19244,7
Uzhur,55.329,89.821,19212,7
Mumbwa,-14.98,27.07,19086,7
Viseu,-1.196,-46.14,18958,7
Mubende,0.59,31.37,18936,7
Villamontes,-21.25,-63.5,18761,7
Embi,48.827,58.144,18760,7
Whakatane,-37.957,176.983,18700,7
Bay City,28.981,-95.964,18663,7
Kavalerovo,44.27,135.05,18657,7
San Jose,13.94,-90.82,18655,7
Huanta,-12.95,-74.25,18627,7
Maitland,-32.721,151.555,18625,7
Luau,-10.71,22.23,18465,7
Charata,-27.216,-61.2,18297,7
