name,lat,lon,pop,rank
Lobos,-35.185,-59.095,18278,7
Bua Yai,15.584,102.419,18269,7
Kédougou,12.56,-12.18,18226,7
Traralgon,-38.2,146.53,18226,7
Murray Bridge,-35.13,139.26,18194,7
Diego de Almagro,-26.37,-70.05,18137,7
Hassi Messaoud,31.702,6.054,18124,7
Requena,-5.07,-73.91,18000,7
Port Alfred,-33.6,26.88,17959,7
Kurtamysh,54.909,64.433,17936,7
Nguigmi,14.253,13.111,17897,7
Edmundston,47.379,-68.333,17894,7
Anxi,40.5,95.8,17886,7
Sovetsk,57.578,48.958,17869,7
Obock,11.973,43.286,17776,7
Ashburton,-43.898,171.749,17700,7
Zongo,4.33,18.615,17667,7
Bitam,2.084,11.483,17637,7
Zaysan,47.475,84.86,17600,7
Eldama Ravine,0.05,35.72,17581,7
Pakwach,2.47,31.48,17541,7
Bugt,48.784,121.933,17457,7
Same,-4.07,37.72,17455,7
Eldorado,24.33,-107.37,17365,7
Escanaba,45.746,-87.064,17318,7
Kangaba,11.94,-8.44,17232,7
Pallasovka,50.048,46.877,17139,7
Bloemhof,-27.65,25.59,17122,7
Makokou,0.567,12.867,17070,7
Monte Cristi,19.867,-71.65,17001,7
Nevelsk,46.68,141.87,17000,7
Ihosy,-22.4,46.117,16990,7
Carmelo,-33.99,-58.3,16921,7
Ngara,-2.47,30.65,16890,7
Bella Vista,-22.13,-56.52,16852,7
Pendleton,45.673,-118.787,16799,7
Mikumi,-7.4,36.98,16780,7
Poronaysk,49.242,143.085,16677,7
Kamenka,53.195,44.044,16560,7
Dickinson,46.884,-102.789,16399,7
Karema,-6.816,30.433,16385,7
Gawler,-34.607,138.726,16362,7
Hancock,47.127,-88.581,16355,7
San Martín,3.69,-73.69,16273,7
Koulamoutou,-1.133,12.483,16222,7
Xaignabouri,19.25,101.75,16200,7
Sparti,37.074,22.43,16187,7
Huarmey,-10.07,-78.16,16172,7
Horqueta,-23.34,-57.05,16171,7
Compostela,21.23,-104.9,16162,7
Nyahanga,-2.383,33.55,16092,7
Ilave,-16.08,-69.67,16033,7
Nieuw Nickerie,5.95,-56.99,15992,7
Nikel,69.413,30.219,15866,7
Derzhavinsk,51.102,66.307,15848,7
Santiago Tuxtla,18.47,-95.3,15681,7
Kodinskiy,58.695,99.1,15670,7
Gornyak,50.988,81.488,15668,7
At Bashy,41.172,75.797,15601,7
Yankton,42.882,-97.392,15580,7
Pimentel,-6.83,-79.93,15552,7
Pembroke,45.85,-77.117,15551,7
Lihue,21.976,-159.369,15536,7
Boulder City,35.979,-114.832,15479,7
Kérouané,9.27,-9.02,15406,7
Scottsdale,33.489,-111.925,15401,7
Nyunzu,-5.95,28.017,15397,7
Nerchinsk,52.009,116.549,15360,7
Kulunda,52.583,78.947,15345,7
Junín,-11.15,-76.01,15320,7
Zamora,-4.07,-78.97,15276,7
Takéo,10.984,104.783,15264,7
Tessenei,15.11,36.657,15255,7
Vyazemskiy,47.533,134.747,15247,7
Mitchell,43.714,-98.026,15205,7
Yorkton,51.217,-102.467,15172,7
Jamestown,46.906,-98.703,15081,7
Chaguaramas,9.336,-66.254,15000,7
Izamal,20.93,-89.02,14954,7
Bredasdorp,-34.53,20.03,14936,7
Tecuala,22.4,-105.46,14921,7
Swift Current,50.284,-107.767,14906,7
Chegdomyn,51.118,133.024,14855,7
Urzhar,47.1,81.605,14826,7
Tamuín,21.98,-98.75,14748,7
San Ramon,-11.13,-75.34,14708,7
Abong Mbang,3.984,13.183,14661,7
Gouré,13.987,10.27,14639,7
Bosobolo,4.19,19.88,14553,7
Gwanda,-20.94,29.01,14450,7
Ascension,-15.7,-63.08,14429,7
Nioro du Sahel,15.23,-9.59,14421,7
Kingston,-42.991,147.308,14371,7
Abadla,31.017,-2.733,14364,7
Vernal,40.455,-109.528,14353,7
Ballina,-28.861,153.568,14242,7
Chota,-6.55,-78.65,14240,7
Maridi,4.915,29.477,14224,7
Kaoma,-14.78,24.8,14212,7
El Daba,31.034,28.433,14212,7
Brooks,50.567,-111.9,14163,7
Juan Aldama,24.29,-103.39,14162,7
Boutilimit,17.55,-14.7,14142,7
Añatuya,-28.466,-62.833,14133,7
Cadillac,44.251,-85.414,14097,7
Chinsali,-10.55,32.06,14015,7
Richmond,-33.6,150.74,13880,7
Guapi,2.56,-77.86,13853,7
Singleton,-32.569,151.16,13813,7
Mwinilunga,-11.74,24.44,13798,7
Quesnel,52.984,-122.483,13788,7
Swellendam,-34.02,20.43,13674,7
Bongaree,-27.079,153.151,13649,7
Pedreiras,-4.57,-44.67,13638,7
Dumas,35.862,-101.967,13629,7
Mar de Ajó,-36.716,-56.677,13610,7
Frias,-28.65,-65.15,13594,7
Williston,48.157,-103.628,13564,7
Esil,51.957,66.377,13504,7
Vicuña,-30.029,-70.74,13496,7
Cajabamba,-7.62,-78.04,13486,7
Douglas,31.508,-82.851,13441,7
Mbulu,-3.85,35.53,13430,7
Golyshmanovo,56.382,68.371,13424,7
Chitipa,-9.716,33.267,13412,7
Bollnäs,61.352,16.367,13398,7
Luganville,-15.513,167.177,13397,7
Mariental,-24.62,17.96,13380,7
Kirensk,57.786,108.112,13308,7
Namanga,-2.54,36.8,13193,7
Uyar,55.81,94.315,13167,7
Tayynsha,53.848,69.764,13148,7
Qulan,42.92,72.705,13128,7
Guerrero Negro,27.99,-114.17,13054,7
Macará,-4.38,-79.95,13035,7
Beeville,28.406,-97.751,13004,7
Oamaru,-45.109,170.995,13000,7
Woodward,36.433,-99.398,12931,7
Lisburn,54.51,-6.048,12899,7
Chilca,-12.52,-76.74,12884,7
Camabatela,-8.19,15.37,12837,7
Horsham,-36.71,142.19,12830,7
Los Lagos,-39.85,-72.83,12813,7
Powell River,49.884,-124.55,12779,7
Petoskey,45.374,-84.955,12667,7
Sunchales,-30.933,-61.567,12655,7
Port Pirie,-33.191,137.99,12506,7
Isla Mujeres,21.208,-86.711,12491,7
Colesberg,-30.72,25.1,12423,7
Oshikango,-17.4,15.88,12423,7
Kilindoni,-7.916,39.65,12409,7
Warwick,-28.229,152.02,12347,7
Aldama,22.92,-98.07,12292,7
Nazyvayevsk,55.567,71.35,12284,7
Ermoupoli,37.45,24.933,12260,7
Moloundou,2.034,15.217,12244,7
Porvoo,60.4,25.666,12242,7
Qalat,32.112,66.887,12191,7
Cherlak,54.16,74.82,12122,7
Brandfort,-28.7,26.47,12091,7
Waku Kungo,-11.36,15.12,12069,7
Angra do Heroísmo,38.65,-27.217,12045,7
Dolinsk,47.35,142.8,11989,7
Kasaji,-10.366,23.45,11969,7
Killarney,52.05,-9.517,11902,7
La Cruz,23.92,-106.9,11900,7
Santa Rosalía,27.317,-112.283,11899,7
Carahue,-38.709,-73.17,11875,7
Malargüe,-35.466,-69.583,11847,7
Kempsey,-31.087,152.822,11840,7
Cafayate,-26.083,-65.967,11785,7
Nelson,49.484,-117.283,11779,7
Coffeyville,37.038,-95.626,11760,7
Port Lavaca,28.616,-96.63,11743,7
Gympie,-26.189,152.671,11649,7
Mont-Laurier,46.55,-75.5,11642,7
Lundazi,-12.29,33.17,11635,7
Muswellbrook,-32.27,150.89,11630,7
Alotau,-10.302,150.459,11624,7
Crescent City,41.756,-124.2,11534,7
Bartica,6.41,-58.63,11524,7
Zmeinogorsk,51.157,82.195,11514,7
Riverton,43.028,-108.395,11508,7
Cerrillos,-24.9,-65.483,11498,7
Aginskoye,51.103,114.523,11491,7
Rhinelander,45.64,-89.412,11483,7
Valdez,1.267,-78.985,11441,7
Hadiboh,12.652,54.024,11396,7
Monte Quemado,-25.8,-62.867,11387,7
Kirs,59.314,52.245,11385,7
Caracaraí,1.816,-61.128,11368,7
Belén,-23.469,-57.24,11359,7
Belen,-27.65,-67.033,11359,7
Green River,41.515,-109.465,11358,7
Las Tablas,7.76,-80.28,11358,7
Makoua,-0.01,15.64,11355,7
Steinkjer,64.017,11.5,11274,7
Otar,43.535,75.214,11238,7
Prieska,-29.66,22.73,11236,7
Mwingi,-0.93,38.07,11219,7
Qasr-e Shirin,34.512,45.577,11202,7
Koror,7.345,134.47,11200,7
Guymon,36.686,-101.48,11178,7
El Fuerte,26.42,-108.62,11171,7
Parkes,-33.13,148.17,11137,7
Lithgow,-33.496,150.153,11128,7
Bairnsdale,-37.83,147.61,11005,7
Kargat,55.196,80.281,10881,7
Ngorongoro,-3.25,35.52,10836,7
Pozo Almonte,-20.27,-69.8,10830,7
Dawson Creek,55.767,-120.233,10802,7
Santa Barbara,26.8,-105.82,10800,7
Bolama,11.583,-15.483,10769,7
Yeppoon,-23.133,150.757,10769,7
Coalcoman,18.78,-103.15,10715,7
Kavaratti,10.563,72.637,10688,7
Ewo,-0.88,14.82,10650,7
Benito Juárez,-37.666,-59.8,10609,7
Songo,-7.35,14.85,10579,7
Kimpese,-5.55,14.433,10578,7
Batemans Bay,-35.69,150.207,10557,7
Valparaíso,22.77,-103.57,10545,7
Santiago,-14.19,-75.74,10449,7
Bogue,16.59,-14.27,10415,7
Puerto Quijarro,-17.78,-57.77,10392,7
Kiama,-34.71,150.84,10379,7
Bethanie,-26.5,17.15,10363,7
Taksimo,56.332,114.89,10359,7
Shamva,-17.32,31.57,10317,7
Price,39.6,-110.81,10281,7
Sukhothai,17.012,99.752,10276,7
Caldera,-27.07,-70.83,10259,7
Puerto Carreño,6.185,-67.493,10216,7
Kaiapoi,-43.381,172.651,10200,7
Birao,10.284,22.783,10178,7
Ondjiva,-17.07,15.73,10169,7
Roboré,-18.33,-59.76,10036,7
Astoria,46.188,-123.83,10011,7
Kuruman,-27.45,23.42,10006,7
Moba,-7.06,29.72,10006,7
Senanga,-16.12,23.27,10005,7
Olyokminsk,60.503,120.393,10000,7
Gar,32.2,79.983,10000,7
Moranbah,-22.002,148.038,10000,7
Vera,-29.466,-60.217,9979,7
Mazowe,-17.52,30.97,9966,7
Makale,-3.097,119.853,9960,7
Winslow,35.024,-110.697,9931,7
Ayutla,16.964,-99.095,9897,7
Bulaevo,54.905,70.44,9886,7
Kailua-Kona,19.638,-155.988,9870,7
Dalby,-27.194,151.266,9847,7
Komsomolets,53.751,62.05,9838,7
Olmos,-5.98,-79.75,9800,7
Pokrovsk,61.493,129.127,9763,7
Steinbach,49.517,-96.683,9729,7
Mandritsara,-15.833,48.817,9705,7
Sembe,1.64,14.58,9679,7
Tshabong,-26.009,22.4,9679,7
Winnemucca,40.973,-117.735,9666,7
Djambala,-2.54,14.75,9651,7
Trujillo,15.91,-85.96,9646,7
San Justo,-30.783,-60.583,9607,7
Biryusinsk,55.961,97.814,9583,7
Charters Towers,-20.081,146.259,9573,7
Dombarovskiy,50.755,59.54,9556,7
Presque Isle,46.676,-68.012,9466,7
Juan José Castelli,-25.95,-60.617,9421,7
Emerald,-23.512,148.167,9398,7
Craig,40.517,-107.55,9391,7
Shira,54.491,89.953,9358,7
Orlu,5.784,7.033,9351,7
Villa Ahumada,30.61,-106.51,9326,7
Swan Hill,-35.34,143.54,9276,7
Kasane,-17.81,25.15,9250,7
Ulladulla,-35.35,150.47,9250,7
Ertis,53.345,75.45,9216,7
Trinidad,37.171,-104.506,9156,7
Usakos,-22.0,15.58,9147,7
Challapata,-18.9,-66.78,9114,7
Colac,-38.34,143.58,9089,7
Shar,49.6,81.055,9087,7
Ayr,-19.57,147.399,9078,7
Inírida,3.854,-67.906,9065,7
Tula,23.0,-99.72,9054,7
Aguelhok,19.455,0.856,9000,7
Mbamba Bay,-11.283,34.767,8997,7
Chamical,-30.35,-66.317,8989,7
Sodankylä,67.417,26.6,8942,7
Kachiry,53.08,76.09,8931,7
Kuybyshevskiy,37.979,68.689,8925,7
Quibala,-10.73,14.98,8915,7
Makhambet,47.671,51.58,8905,7
Zhangaozen,43.3,52.8,8895,7
Cuencame,24.87,-103.7,8876,7
Hamilton,-37.731,142.023,8869,7
Sitia,35.2,26.099,8833,7
Marrupa,-13.198,37.499,8762,7
Tocantinópolis,-6.32,-47.42,8750,7
Virginia,47.524,-92.536,8709,7
Socorro,34.062,-106.899,8668,7
La Libertad,16.78,-90.12,8646,7
Lamar,38.086,-102.619,8620,7
Miles City,46.409,-105.84,8615,7
Kingaroy,-26.539,151.841,8573,7
Inverell,-29.767,151.113,8561,7
Chos Malal,-37.383,-70.267,8556,7
Aqsu,52.45,71.96,8543,7
Rawlins,41.791,-107.234,8533,7
Wasilla,61.582,-149.439,8521,7
Kirkwall,58.967,-2.95,8500,7
Oranjemund,-28.549,16.43,8496,7
San Antonio Oeste,-40.733,-64.933,8492,7
Goundam,16.417,-3.667,8456,7
Vallegrande,-18.49,-64.11,8422,7
Pecos,31.416,-103.5,8372,7
Brokopondo,5.04,-55.02,8340,7
Masindi-Port,1.7,32.07,8319,7
Aiquile,-18.19,-65.18,8224,7
Zhanibek,49.428,46.877,8212,7
Ndalatando,-9.3,14.91,8144,7
Qusmuryn,52.458,64.6,8049,7
Deniliquin,-35.53,144.95,8024,7
Kontcha,7.967,12.233,8018,7
McCook,40.206,-100.626,8012,7
Oldeani,-3.35,35.55,8000,7
Dilolo,-10.7,22.333,7854,7
Victor Harbor,-35.56,138.617,7760,7
Punta Gorda,16.1,-88.81,7748,7
Kalabo,-14.99,22.68,7731,7
Fort Stockton,30.892,-102.885,7721,7
Castillos,-34.17,-53.83,7686,7
Las Lomitas,-24.7,-60.6,7683,7
Revelstoke,51.0,-118.183,7668,7
Bayghanin,48.692,55.874,7657,7
Guide,36.045,101.424,7642,7
Bansang,13.434,-14.65,7615,7
Mitla,16.917,-96.4,7547,7
Young,-34.31,148.29,7501,7
Igarka,67.467,86.583,7470,7
Coracora,-15.02,-73.79,7420,7
El Alamein,30.817,28.95,7400,7
Neiafu,-18.65,-173.983,7391,7
Reyes,-14.31,-67.37,7376,7
Salum,31.567,25.15,7330,7
Gunnison,38.545,-106.928,7324,7
Leeton,-34.545,146.397,7299,7
Bossembélé,5.267,17.65,7287,7
Carhué,-37.183,-62.733,7190,7
Timiryazevskiy,56.493,84.904,7182,7
Okandja,-0.657,13.68,7155,7
Tobol,52.698,62.575,7155,7
Gunnedah,-30.987,150.262,7148,7
Parry Sound,45.334,-80.033,7105,7
Narrabri,-30.332,149.787,7082,7
Raton,36.897,-104.44,7073,7
Stephenville,48.55,-58.567,7054,7
Maryborough,-37.05,143.73,7046,7
Kapoeta,4.772,33.59,7042,7
Quellón,-43.1,-73.6,7029,7
Stawell,-37.06,142.76,6991,7
Lascano,-33.67,-54.2,6976,7
Needles,34.848,-114.613,6974,7
Atherton,-17.27,145.469,6959,7
Kieta,-6.216,155.633,6958,7
Nicuadala,-17.608,36.82,6945,7
Zholymbet,51.75,71.71,6876,7
Cowra,-33.83,148.68,6795,7
Kishkenekol,53.637,72.341,6779,7
Byron Bay,-28.657,153.613,6764,7
Antigonish,45.627,-61.998,6739,7
Tagum,7.382,125.802,6726,7
Rinconada,-22.433,-66.167,6692,7
Makarov,48.634,142.8,6663,7
Horta,38.535,-28.645,6611,7
Bir Anzarane,23.884,-14.533,6597,7
Homer,59.643,-151.548,6560,7
Mongomo,1.634,11.317,6560,7
Outjo,-20.11,16.14,6557,7
Tumut,-35.31,148.22,6526,7
Cooma,-36.24,149.12,6520,7
Sidney,41.14,-102.978,6492,7
San Ramón,-13.29,-64.71,6490,7
Melut,10.434,32.2,6407,7
Merimbula,-36.9,149.9,6367,7
San Carlos,10.55,123.38,6353,7
Verkhnevilyuysk,63.446,120.317,6341,7
Biloela,-24.394,150.496,6309,7
Ghanzi,-21.7,21.64,6306,7
Douglas,42.756,-105.385,6298,7
Selfoss,63.933,-20.997,6275,7
Ndende,-2.383,11.383,6200,7
Gizo,-8.1,156.835,6154,7
Ingham,-18.65,146.167,6127,7
Bathurst,-33.42,149.57,6111,7
Ararat,-37.28,142.91,6110,7
Bar Harbor,44.388,-68.204,6090,7
Karasburg,-28.02,18.74,6054,7
Ferfer,5.085,45.165,6000,7
Chapaev,50.191,51.145,6000,7
Wonthaggi,-38.609,145.59,5985,7
Port St. Johns,-31.628,29.528,5939,7
Meadow Lake,54.13,-108.435,5882,7
Grand Turk,21.466,-71.136,5801,7
Chadron,42.828,-103.003,5798,7
Eyumojok,5.75,8.983,5798,7
Carnarvon,-30.95,22.133,5785,7
Bilibino,68.053,166.449,5757,7
Moab,38.574,-109.549,5730,7
Béni Ounif,32.049,-1.251,5628,7
Kasempa,-13.46,25.82,5622,7
Ouadda,8.067,22.4,5434,7
San Quintín,30.558,-115.94,5433,7
Mudgee,-32.59,149.58,5391,7
Witu,-2.38,40.43,5380,7
Falfurrias,27.227,-98.145,5349,7
Qaminis,31.661,20.015,5348,7
Desaguadero,-16.565,-69.045,5329,7
Tucumcari,35.17,-103.726,5313,7
Hohenau,-27.09,-55.647,5306,7
Fort Shevchenko,44.517,50.267,5213,7
Huize,26.35,103.417,5170,7
Willcox,32.253,-109.831,5146,7
Rosario,-24.42,-57.1,5123,7
Hearst,49.7,-83.667,5043,7
McMinns Lagoon,-12.533,131.05,5025,7
La Victoria,-22.29,-57.94,5000,7
Qasr Farafra,27.067,27.967,5000,7
Artemovsk,54.349,93.436,4948,7
Opuwo,-18.06,13.82,4857,7
Puerto Lempira,15.262,-83.772,4856,7
Forbes,-33.39,148.02,4838,7
Cubal,-13.04,14.24,4837,7
Bishop,37.364,-118.394,4827,7
Nata,-20.209,26.19,4794,7
Berri,-34.283,140.6,4716,7
Camargo,-20.64,-65.21,4715,7
Cobram,-35.92,145.65,4659,7
Marathon,48.75,-86.367,4627,7
Scone,-32.08,150.85,4624,7
Sioux Lookout,50.263,-91.917,4570,7
Victorica,-36.216,-65.45,4458,7
Cochrane,-47.266,-72.55,4441,7
Cochrane,49.067,-81.017,4441,7
La Paz,-33.466,-67.55,4400,7
Kindersley,51.467,-109.133,4383,7
Sokolo,14.734,-6.133,4374,7
Saryshaghan,46.12,73.619,4365,7
La Cruz,11.07,-85.63,4319,7
Al Qunaytirah,33.126,35.824,4318,7
Bekiy,-24.216,45.317,4286,7
George Town,19.295,-81.372,4268,7
Kyaukphyu,19.429,93.549,4261,7
Narrogin,-32.933,117.167,4238,7
Poffader,-29.133,19.383,4220,7
Channel-Port aux Basques,47.567,-59.15,4220,7
San Javier,-16.29,-62.5,4210,7
Smithton,-40.833,145.117,4202,7
Apolo,-14.72,-68.42,4189,7
Mitzik,0.784,11.567,4111,7
Bongandanga,1.51,21.05,4105,7
Brus Laguna,15.75,-84.48,4067,7
Xinguara,-7.101,-49.948,4047,7
Manica,-18.97,32.88,4000,7
San Antonio de los Cobres,-24.183,-66.35,4000,7
Proserpine,-20.416,148.583,3976,7
Mbe,7.85,13.6,3950,7
Digby,44.623,-65.76,3949,7
Katanning,-33.7,117.55,3934,7
Kerma,19.634,30.417,3928,7
Shonzhy,43.542,79.47,3902,7
Westport,-41.764,171.603,3900,7
Windsor,44.981,-64.129,3864,7
Mt. Shasta,41.31,-122.309,3855,7
Ciudad Cortés,8.96,-83.53,3850,7
Vitim,59.451,112.558,3843,7
Deer Lake,52.617,-94.067,3743,7
Ely,47.9,-91.826,3731,7
Ulaan-Uul,44.334,111.233,3726,7
Golela,-27.296,31.9,3695,7
Seymour,-37.034,145.127,3693,7
Atikokan,48.75,-91.617,3625,7
Yomou,7.57,-9.27,3614,7
Salmon,45.176,-113.895,3601,7
Dehibat,32.017,10.7,3525,7
Ligonha,-15.176,37.74,3500,7
Thermopolis,43.646,-108.215,3445,7
Magdalena,-13.26,-64.053,3445,7
Kanab,37.047,-112.525,3442,7
Kitty Hawk,36.077,-75.705,3413,7
Darregueira,-37.7,-63.167,3412,7
Lukulu,-14.39,23.24,3349,7
Krasnogorsk,48.462,142.09,3304,7
Bol,13.459,14.715,3303,7
Mopipi,-21.18,24.88,3301,7
Glasgow,48.184,-106.635,3240,7
Fort Chipewyan,58.717,-111.15,3222,7
Caballococha,-3.916,-70.508,3195,7
Kotzebue,66.899,-162.597,3194,7
Mékambo,1.017,13.933,3170,7
Shelburne,43.766,-65.319,3167,7
Mobridge,45.54,-100.435,3156,7
Anna Regina,7.27,-58.5,3113,7
Buur Gaabo,-1.201,41.852,3096,7
Hokitika,-42.707,171.01,3078,7
Luangwa,-15.62,30.41,3065,7
Clare,-33.833,138.6,3061,7
In Amguel,23.694,5.165,3030,7
Charagua,-19.8,-63.22,3025,7
Abaí,-26.03,-55.94,3024,7
Port Douglas,-16.485,145.459,3000,7
Montpelier,42.323,-111.297,2997,7
Saranpaul,64.25,60.97,2985,7
Padilla,-19.3,-64.31,2920,7
Longreach,-23.45,144.25,2894,7
Lillooet,50.684,-121.933,2893,7
Villalonga,-39.921,-62.624,2838,7
Orocue,4.795,-71.34,2835,7
Mongbwalu,1.95,30.033,2819,7
Ygatimí,-24.125,-55.643,2809,7
Kailu,43.584,121.2,2809,7
Wallaroo,-33.933,137.633,2779,7
Saint-Georges,3.91,-51.81,2742,7
Nuquí,5.685,-77.275,2741,7
Tom Price,-22.693,117.793,2723,7
Sauðárkrókur,65.746,-19.639,2682,7
Merredin,-31.483,118.267,2668,7
Chapleau,47.834,-83.4,2663,7
Mistassini,50.417,-73.867,2645,7
Burns Lake,54.217,-125.767,2635,7
Bordertown,-36.316,140.767,2583,7
Parowan,37.843,-112.827,2571,7
Huasco,-28.47,-71.22,2558,7
Athabasca,54.717,-113.267,2539,7
Maradah,29.234,19.217,2500,7
Nelson House,55.8,-98.85,2500,7
Capitol Hill,15.211,145.751,2500,7
Fuerte Olimpo,-21.07,-57.9,2475,7
Scottsdale,-41.149,147.517,2468,7
Palopo,-3.1,120.236,2444,7
Severo Kurilsk,50.69,156.085,2422,7
Karungu,-0.85,34.15,2376,7
Coroico,-16.19,-67.72,2361,7
Queenstown,-42.083,145.55,2352,7
Juradó,7.122,-77.756,2351,7
Sohano,-5.43,154.671,2338,7
Muconda,-10.6,21.32,2324,7
Port Hardy,50.717,-127.5,2295,7
Apalachicola,29.726,-84.993,2284,7
Egilsstaðir,65.267,-14.395,2265,7
Egvekinot,66.322,-179.184,2248,7
Mwenga,-3.038,28.433,2216,7
El Manteco,7.35,-62.533,2215,7
Biggar,52.05,-107.983,2192,7
Kumaka,3.9,-58.38,2190,7
Wiarton,44.734,-81.133,2182,7
Wawa,48.0,-84.783,2174,7
Hudson Bay,52.85,-102.383,2157,7
Plumtree,-20.48,27.82,2148,7
Gila Bend,32.95,-112.725,2088,7
Wrangell,56.471,-132.372,2070,7
Konza,-1.75,37.12,2004,7
Yazdan,33.506,60.894,2000,7
Matagami,49.75,-77.633,1966,7
Katwe,-0.13,29.92,1957,7
Lehututu,-23.97,21.87,1942,7
Abunã,-9.695,-65.36,1929,7
Taedong,40.617,125.45,1884,7
Coro Coro,-17.17,-68.45,1884,7
Monticello,37.872,-109.342,1864,7
Beringovskiy,63.065,179.307,1861,7
La Palma,8.398,-78.14,1845,7
Denali Park,63.733,-148.914,1826,7
Sixaola,9.52,-82.62,1823,7
Yamba,-29.423,153.353,1806,7
Al Bayda,32.76,21.62,1794,7
Tumby Bay,-34.383,136.083,1791,7
Mount Barker,-34.633,117.667,1781,7
Red Lake,51.034,-93.833,1765,7
Nokaneng,-19.67,22.27,1763,7
Al Jaghbub,29.75,24.517,1744,7
Nasir,8.6,33.067,1741,7
El Qasr,25.7,28.883,1716,7
Peterborough,-32.966,138.833,1689,7
Totness,5.89,-56.32,1685,7
Omboué,-1.566,9.25,1667,7
Labutta,16.162,94.701,1667,7
Wagin,-33.3,117.35,1598,7
Little Current,45.967,-81.933,1595,7
Baker Lake,64.317,-96.017,1584,7
John Day,44.417,-118.952,1573,7
Tombstone,31.713,-110.067,1570,7
Grand Canyon,36.055,-112.139,1550,7
Kalbarri,-27.666,114.167,1537,7
Geita,-2.866,32.167,1536,7
Manja,-21.433,44.333,1536,7
Iracoubo,5.48,-53.22,1536,7
Kipili,-7.433,30.6,1533,7
Sierra Colorado,-40.583,-67.8,1522,7
Ust Kuyga,70.017,135.6,1517,7
Penola,-37.383,140.817,1514,7
Chibemba,-15.75,14.08,1502,7
Meningie,-35.7,139.333,1501,7
Tajarhi,24.37,14.471,1500,7
San Vicente del Caguán,2.109,-74.77,1500,7
Lokhwabe,-24.17,21.83,1473,7
Gingin,-31.35,115.9,1446,7
Chibia,-15.19,13.69,1411,7
Tsau,-20.16,22.46,1409,7
Bella Bella,52.148,-128.117,1400,7
Ouyen,-35.066,142.317,1400,7
Cobalt,47.384,-79.683,1372,7
Qardho,9.5,49.166,1341,7
Qasigiannguit,68.819,-51.179,1341,7
Nyimba,-14.55,30.81,1336,7
Lubutu,-0.733,26.583,1313,7
Cangamba,-13.7,19.86,1307,7
Tarutung,2.017,98.967,1305,7
Lake Louise,51.434,-116.183,1248,7
Las Lajas,-38.516,-70.367,1218,7
Port Denison,-29.283,114.917,1213,7
Quissico,-24.726,34.766,1210,7
Nipigon,49.017,-88.25,1204,7
San Rafael,-16.78,-60.68,1201,7
Capitan Pablo Lagerenza,-19.916,-60.783,1200,7
Winton,-22.4,143.033,1157,7
Oatlands,-42.3,147.367,1157,7
Los Blancos,-23.6,-62.6,1145,7
Kaabong,3.52,34.12,1137,7
Puerto Acosta,-15.5,-69.167,1123,7
Mirbat,16.992,54.692,1120,7
Ravensthorpe,-33.583,120.033,1101,7
Fort McPherson,67.492,-134.895,1069,7
Barcaldine,-23.566,145.283,1068,7
Argentia,47.3,-53.99,1063,7
Streaky Bay,-32.812,134.215,1060,7
Soroti,1.71,33.6,1038,7
Norman Wells,65.284,-126.85,1027,7
Besalampy,-16.75,44.483,1022,7
Kotlit,63.035,-163.553,1002,7
San Juan de Nicaragua,10.92,-83.7,1000,7
McMurdo Station,-77.732,166.869,1000,7
Yélimané,15.134,-10.567,988,7
Cacolo,-10.15,19.26,984,7
Juina,-11.43,-58.766,980,7
Dirj,30.168,10.457,931,7
Chelyuskin,77.717,104.25,885,7
Hoskins,-5.475,150.41,871,7
Shamattawa,55.85,-92.083,870,7
Luanza,-8.7,28.7,861,7
Coral Harbour,64.154,-83.177,834,7
Bávaro,18.717,-68.45,795,7
Calulo,-10.0,14.9,795,7
Mohembo,-18.3,21.8,757,7
Unalakleet,63.873,-160.788,741,7
Satadougou,12.617,-11.407,706,7
Rodeo,-30.216,-69.14,701,7
Zhaltyr,51.632,69.833,694,7
Pannawonica,-21.637,116.325,686,7
Buchans,48.817,-56.867,685,7
Linxi,43.517,118.033,679,7
Djanet,24.553,9.482,666,7
Pine Creek,-13.816,131.817,665,7
Massangena,-21.537,32.956,650,7
Kimba,-33.15,136.433,636,7
Calatrava,1.116,9.419,628,7
Las Plumas,-43.724,-67.283,605,7
Dibaya,-6.51,22.87,603,7
Panda,-24.063,34.73,602,7
Tunduru,-11.09,37.37,600,7
Boulia,-22.9,139.9,600,7
Sabaya,-19.016,-68.383,573,7
Ubomba,-27.566,32.083,564,7
Gastre,-42.283,-69.233,557,7
Chiramba,-16.892,34.656,556,7
Lata,-10.738,165.857,553,7
Llica,-19.85,-68.25,553,7
Kangirsuk,60.025,-69.999,549,7
Sandspit,53.24,-131.833,538,7
Cowell,-33.683,136.917,537,7
Calucinga,-11.32,16.2,531,7
Andamooka,-30.431,137.166,528,7
Punta Prieta,28.934,-114.167,527,7
Caluula,11.967,50.75,513,7
Aniak,61.579,-159.522,501,7
Cuangar,-17.61,18.62,500,7
Yakossi,5.617,23.317,500,7
Telsen,-42.4,-66.95,500,7
Chitado,-17.32,13.92,500,7
Mys Shmidta,68.934,-179.5,492,7
Sélibaby,15.167,-12.183,460,7
Eidsvold,-25.366,151.133,459,7
Trout River,49.484,-58.117,452,7
Woomera,-31.15,136.8,450,7
Kullorsuaq,74.578,-57.225,450,7
Forteau,51.45,-56.95,448,7
Wilcannia,-31.566,143.383,442,7
Mount Magnet,-28.066,117.817,424,7
